Shipment ID,Order Date,Shipment Date,Actual Delivery Date,Origin City,Origin Country,Manufacturing Site,Destination Country,Destination City,Chosen Route Name,Distance (km),Customer ID,Service Level,Product ID,Product Category,Shipment Content Type,Packaging Type,Packaging Efficiency,Line Item Quantity,Unit Price (USD),Pack Price (USD),Line Item Value (USD),Weight (kg),Volume (m³),Billable Weight (kg),Shipment Mode,Transporter Name,Carrier Product Fit Score,Expected Delivery Time (Days),Delivery Time (Days),Delay (Days),Avg Speed (km/h),Halt Duration (hours),Route Deviation Factor,Weather Impact,Customs/Border Delay (hours),Route Congestion Factor,Seasonal Cost Factor,Seasonal Delay Factor,Proposed Freight Cost (USD),Actual Freight Cost (USD),Cost Per Billable Kg (USD),Price Variance (USD),Price Variance (%),Carbon Emissions (kg CO2),Status,On-Time Delivery,Cost Outlier,Shipment Month,Shipment Day of Week
SHIP00056,2024-09-09,2024-09-12,2024-10-02,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,East Coast detour,2350,CUST023,Standard,PROD0092,Consumer Goods,General Goods,Box,1.9,315,299.48,296.78,94336.2,4633.77,59.882,59882.0,Sea,MSC,6,5.0,20.5,15.5,11.0,8.5,2.13,None,13.9,1.4,1.0,1.0,91344.21,113275.55,1.89,21931.34,24.01,2992.24,Delayed,No,False,9,3
SHIP00057,2023-06-07,2023-06-10,2023-06-13,Gurugram,India,Gurugram Mfg Hub,Gurugram,Tokyo,Air/Sea Route TYO,5800,CUST029,Express,PROD0057,Textiles,General Goods,Carton,0.32,188,205.04,206.27,38547.52,497.48,2.966,593.2,Express Air,DHL,7,1.9,2.6,0.7,899.0,12.1,1.24,Minor Rain/Fog,0.0,1.1,1.0,1.05,156171.27,160256.59,270.16,4085.32,2.62,4252.4,Delayed,No,False,6,5
SHIP00058,2023-03-31,2023-04-02,2023-05-01,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST036,Standard,PROD0086,Consumer Goods,General Goods,Box,0.79,365,218.68,220.43,79818.2,1103.88,28.719,28719.0,Sea,MSC,6,32.9,28.8,-4.1,16.4,23.8,1.51,None,76.5,1.2,0.98,0.95,124161.21,141973.17,4.94,17811.96,14.35,2900.32,Early,Yes,False,4,6
SHIP00059,2024-02-24,2024-02-24,2024-03-14,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,East Coast detour,2350,CUST042,Standard,PROD0057,Textiles,General Goods,Carton,1.22,177,72.88,73.84,12899.76,991.69,10.769,10769.0,Sea,Maersk,10,4.7,19.1,14.4,11.8,4.4,2.14,None,0.0,1.4,1.0,1.0,16177.52,19255.05,1.79,3077.53,19.02,542.39,Delayed,No,False,2,5
SHIP00060,2023-10-09,2023-10-10,2023-10-26,Gurugram,India,Gurugram Mfg Hub,Gurugram,Frankfurt,Air/Sea Route FRA,6500,CUST033,Standard,PROD0079,Machinery Parts,Heavy/Bulky,Loose,1.0,5,2126.41,2137.0,10632.05,2257.45,8.606,8606.0,Sea,Maersk,9,30.2,16.4,-13.8,22.9,12.9,1.24,None,0.0,1.1,1.1,1.05,35072.83,41895.43,4.87,6822.6,19.45,691.13,Early,Yes,False,10,1
SHIP00061,2023-09-08,2023-09-11,2023-09-15,Gurugram,India,Gurugram Mfg Hub,Gurugram,Kolkata,NH 19 East,1500,CUST045,Standard,PROD0056,Textiles,General Goods,Carton,1.46,238,109.97,110.44,26172.86,776.67,17.432,17432.0,Sea,MSC,10,2.4,3.7,1.3,25.6,1.6,1.05,None,7.9,1.0,1.0,1.0,16949.8,17778.24,1.02,828.44,4.89,273.68,Delayed,No,False,9,0
SHIP00062,2023-06-13,2023-06-15,2023-06-17,Gurugram,India,Gurugram Mfg Hub,Gurugram,Shanghai,Air/Sea Route SHA,4500,CUST013,Express,PROD0057,Textiles,General Goods,Crate,0.05,240,254.39,252.44,61053.6,102.51,22.751,3799.4170000000004,Air Cargo,MSC,10,3.7,2.3,-1.4,457.5,14.7,1.51,None,0.0,1.2,1.0,1.05,335564.1,397132.45,104.52,61568.35,18.35,20670.93,Early,Yes,False,6,3
SHIP00063,2024-01-10,2024-01-13,2024-01-20,Gurugram,India,Gurugram Mfg Hub,Gurugram,Pune,Standard Route,1450,CUST004,Standard,PROD0018,Electronics,Fragile,Loose,1.0,148,460.31,460.39,68125.88,569.15,2.177,2177.0,Sea,MSC,4,2.1,6.555655864984882,4.5,16.6,4.1,1.06,Severe Weather,0.0,1.0,1.05,1.1,2161.34,2399.43,1.1,238.09,11.02,33.33,Delayed,No,False,1,5
SHIP00064,2023-06-02,2023-06-03,2023-06-07,Gurugram,India,Gurugram Mfg Hub,Gurugram,Kolkata,NH 19 East,1500,CUST011,Standard,PROD0070,Machinery Parts,Heavy/Bulky,Pallet,2.37,19,3695.55,3744.08,70215.45,5101.66,67.607,67607.0,Sea,MSC,9,2.1,4.3,2.2,24.2,3.4,1.09,None,0.0,1.0,1.0,1.05,65623.76,69738.74,1.03,4114.98,6.27,1105.25,Delayed,No,False,6,5
SHIP00065,2023-08-22,2023-08-22,2023-11-18,Gurugram,India,Gurugram Mfg Hub,Gurugram,Los Angeles,Air/Sea Route LA,13500,CUST034,Standard,PROD0073,Machinery Parts,Heavy/Bulky,Box,35.18,5,8305.78,8220.13,41528.9,1442.11,17.588,17588.0,Sea,Maersk,9,52.3,88.4,36.1,14.0,51.2,1.85,Minor Rain/Fog,0.0,1.3,1.05,1.15,148669.73,181602.92,10.33,32933.19,22.15,4382.08,Delayed,No,False,8,1
SHIP00066,2024-06-22,2024-06-25,2024-06-27,Gurugram,India,Gurugram Mfg Hub,Gurugram,Kolkata,NH 19 East,1500,CUST030,Critical,PROD0032,Pharma,Temperature Controlled,Carton,0.28,347,1555.38,1569.12,539716.86,452.65,4.865,812.455,Air Cargo,Maersk,5,1.8,2.2,0.4,716.3,1.6,1.1,None,15.7,1.0,1.0,1.05,22975.81,23760.83,29.25,785.02,3.42,1069.8,Delivered,Yes,False,6,1
SHIP00067,2023-10-08,2023-10-10,2023-10-19,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,East Coast detour,2350,CUST026,Express,PROD0085,Consumer Goods,General Goods,Carton,3.71,149,31.78,32.36,4735.22,245.24,27.649,4617.383,Air Cargo,Maersk,6,3.7,9.420736763806389,5.7,404.0,4.8,2.07,None,75.0,1.4,1.1,1.05,206180.98,273924.77,59.32,67743.79,32.86,17970.36,Delayed,No,False,10,1
SHIP00068,2023-12-05,2023-12-08,2023-12-18,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,NH 48 Direct,1400,CUST001,Critical,PROD0086,Consumer Goods,General Goods,Carton,2.67,209,202.81,205.9,42387.29,1546.11,27.923,6980.75,Road,Maersk,6,1.9,9.585883527251028,7.7,26.7,3.3,1.29,Minor Rain/Fog,0.0,1.1,1.15,1.1,30671.04,38166.96,5.47,7495.92,24.44,755.81,Delayed,No,False,12,4
SHIP00069,2023-02-07,2023-02-10,2023-02-11,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST048,Critical,PROD0082,Consumer Goods,General Goods,Pallet,0.05,5,103.55,103.98,517.75,69.81,0.368,73.6,Express Air,FedEx,8,1.0,1.4,0.4,1001.7,2.6,1.08,None,0.0,1.0,1.0,1.0,11893.58,11861.85,161.17,-31.73,-0.27,175.02,Delivered,Yes,False,2,4
SHIP00070,2024-11-21,2024-11-22,2024-11-24,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,East Coast detour,2350,CUST028,Standard,PROD0004,Electronics,Fragile,Pallet,0.0,95,4910.26,4905.83,466474.7,445.13,0.127,445.13,Express Air,FedEx,9,3.2,2.4,-0.8,555.7,8.7,2.09,None,13.2,1.4,1.2,1.15,61285.22,87641.13,196.89,26355.91,43.01,2184.29,Early,Yes,False,11,4
SHIP00071,2023-11-15,2023-11-15,2023-11-18,Gurugram,India,Gurugram Mfg Hub,Gurugram,Frankfurt,Air/Sea Route FRA,6500,CUST024,Standard,PROD0025,Pharma,Temperature Controlled,Crate,0.0,245,348.71,352.17,85433.95,301.64,2.109,352.203,Air Cargo,DHL,9,4.1,3.1,-1.0,588.7,12.2,1.27,Minor Rain/Fog,0.0,1.1,1.2,1.15,82977.81,108460.87,307.95,25483.06,30.71,2332.52,Early,Yes,False,11,2
SHIP00072,2024-07-03,2024-07-04,2024-07-09,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,East Coast detour,2350,CUST008,Standard,PROD0096,Consumer Goods,General Goods,Pallet,0.02,47,271.69,271.1,12769.43,61.42,1.648,329.59999999999997,Express Air,FedEx,8,3.2,4.7,1.5,412.6,4.3,1.96,None,43.5,1.4,1.08,1.25,45142.43,54265.52,164.64,9123.09,20.21,1518.6,Delayed,No,False,7,3
SHIP00073,2024-04-28,2024-04-28,2024-05-02,Gurugram,India,Gurugram Mfg Hub,Gurugram,Kolkata,NH 19 East,1500,CUST050,Standard,PROD0074,Machinery Parts,Heavy/Bulky,Pallet,3.03,12,9932.14,9885.45,119185.68,5225.54,54.462,54462.0,Sea,MSC,9,2.4,3.5,1.1,21.8,2.9,1.05,None,1.2,1.0,0.98,0.95,53232.02,55070.21,1.01,1838.19,3.45,860.13,Delayed,No,False,4,6
SHIP00074,2023-08-24,2023-08-25,2023-08-28,Gurugram,India,Gurugram Mfg Hub,Gurugram,Ahmedabad,NH 48 West,800,CUST018,Standard,PROD0084,Consumer Goods,General Goods,Box,1.78,17,246.65,245.85,4193.05,197.33,3.025,3025.0,Sea,Maersk,6,1.7,2.8,1.1,26.2,0.5,1.02,Minor Rain/Fog,0.0,1.0,1.05,1.15,1655.2,1999.77,0.66,344.57,20.82,24.79,Delayed,No,False,8,4
SHIP00075,2024-08-12,2024-08-14,2024-11-07,Gurugram,India,Gurugram Mfg Hub,Gurugram,Los Angeles,Air/Sea Route LA,13500,CUST016,Standard,PROD0017,Electronics,Fragile,Carton,0.6,114,2126.45,2107.33,242415.3,322.38,3.419,3419.0,Sea,Maersk,4,51.5,84.6,33.1,13.9,35.3,1.75,None,0.0,1.3,1.05,1.15,29238.72,35005.88,10.24,5767.16,19.72,809.78,Delayed,No,False,8,2
SHIP00076,2023-08-19,2023-08-21,2023-08-22,Gurugram,India,Gurugram Mfg Hub,Gurugram,Singapore,Air/Sea Route SIN,4000,CUST030,Critical,PROD0054,Textiles,General Goods,Box,0.36,286,269.7,268.5,77134.2,771.9,10.403,1737.3010000000002,Air Cargo,Maersk,10,2.5,1.1,-1.4,695.8,5.0,1.01,Minor Rain/Fog,0.0,1.0,1.05,1.15,131292.97,145975.4,84.02,14682.43,11.18,5588.01,Early,Yes,False,8,0
SHIP00077,2023-08-11,2023-08-14,2023-08-16,Gurugram,India,Gurugram Mfg Hub,Gurugram,Bangalore,Western Bypass,2200,CUST020,Critical,PROD0007,Electronics,Fragile,Carton,0.92,493,3733.23,3770.1,1840482.39,1871.54,22.583,3771.361,Air Cargo,Maersk,4,2.7,1.5,-1.2,435.4,4.5,1.48,None,0.0,1.2,1.05,1.15,157537.61,196347.49,52.06,38809.88,24.64,9828.69,Early,Yes,False,8,0
SHIP00078,2024-04-25,2024-04-27,2024-05-16,Gurugram,India,Gurugram Mfg Hub,Gurugram,Shanghai,Air/Sea Route SHA,4500,CUST021,Standard,PROD0048,Textiles,General Goods,Pallet,0.04,380,81.5,80.72,30970.0,3557.04,22.807,22807.0,Sea,Maersk,10,16.9,19.3,2.4,15.6,7.6,1.58,None,0.0,1.2,0.98,0.95,64435.53,75228.61,3.3,10793.08,16.75,1617.33,Delayed,No,False,4,5
SHIP00079,2023-12-27,2023-12-28,2024-01-02,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,East Coast detour,2350,CUST012,Critical,PROD0042,Textiles,General Goods,Carton,1.37,269,26.57,26.94,7147.33,2545.5,18.421,3076.307,Air Cargo,Maersk,10,4.1,5.3,1.2,312.4,7.0,1.96,Minor Rain/Fog,62.8,1.4,1.15,1.1,136479.62,584796.98,190.1,448317.36,328.49,11345.94,Delayed,No,True,12,3
SHIP00080,2023-01-13,2023-01-13,2023-01-19,Gurugram,India,Gurugram Mfg Hub,Gurugram,New York,Air/Sea Route NY,12000,CUST035,Critical,PROD0014,Electronics,Fragile,Box,0.27,413,4704.59,4644.23,1942995.67,1899.16,11.025,1899.16,Air Cargo,Maersk,4,6.4,5.5,-0.9,382.3,49.0,1.7,Minor Rain/Fog,0.0,1.3,1.05,1.1,431846.55,521364.95,274.52,89518.4,20.73,31055.45,Early,Yes,False,1,4
SHIP00081,2024-10-27,2024-10-27,2024-11-05,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,Via Jaipur-Udaipur,1450,CUST025,Standard,PROD0001,Electronics,Fragile,Crate,0.02,360,939.78,939.77,338320.8,801.42,14.196,14196.0,Sea,MSC,4,3.5,8.6,5.1,13.9,6.9,1.54,Moderate Rain/Fog,0.0,1.2,1.1,1.05,13576.92,17118.55,1.21,3541.63,26.09,316.93,Delayed,No,False,10,6
SHIP00082,2023-11-19,2023-11-19,2023-11-24,Gurugram,India,Gurugram Mfg Hub,Gurugram,Tokyo,Air/Sea Route TYO,5800,CUST049,Express,PROD0083,Consumer Goods,General Goods,Loose,1.0,154,65.49,64.81,10085.46,1940.77,12.927,2158.8089999999997,Air Cargo,MSC,6,4.6,5.4,0.8,346.6,20.3,1.3,Severe Weather,35.2,1.1,1.2,1.15,242678.56,327282.31,151.6,84603.75,34.86,12998.13,Delayed,No,False,11,6
SHIP00083,2023-12-01,2023-12-01,2023-12-20,Gurugram,India,Gurugram Mfg Hub,Gurugram,Frankfurt,Air/Sea Route FRA,6500,CUST032,Standard,PROD0053,Textiles,General Goods,Pallet,0.05,222,101.01,101.36,22424.22,871.29,17.395,17395.0,Sea,Maersk,10,29.4,18.6,-10.8,22.4,8.9,1.3,None,1.5,1.1,1.15,1.1,70763.51,86806.43,4.99,16042.92,22.67,1469.31,Early,Yes,False,12,4
SHIP00084,2024-07-22,2024-07-25,2024-08-02,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,NH 48 Direct,1400,CUST023,Standard,PROD0071,Machinery Parts,Heavy/Bulky,Crate,1.82,13,617.24,615.11,8024.12,5078.95,47.294,47294.0,Sea,MSC,9,2.3,7.8,5.5,19.7,2.5,1.25,None,35.0,1.1,1.08,1.25,43099.06,48003.46,1.02,4904.4,11.38,825.29,Delayed,No,False,7,3
SHIP00085,2024-10-02,2024-10-05,2024-10-13,Gurugram,India,Gurugram Mfg Hub,Gurugram,Los Angeles,Air/Sea Route LA,13500,CUST030,Standard,PROD0033,Pharma,Temperature Controlled,Pallet,0.01,171,1691.15,1683.03,289186.65,296.05,1.553,296.05,Air Cargo,FedEx,9,7.1,7.9,0.8,446.6,29.6,1.72,None,69.1,1.3,1.1,1.05,138653.66,178275.08,602.18,39621.42,28.58,5499.49,Delayed,No,False,10,5
SHIP00086,2024-02-07,2024-02-09,2024-02-12,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,NH 44 South,2200,CUST038,Critical,PROD0018,Electronics,Fragile,Pallet,0.01,14,4769.72,4762.4,66776.08,49.99,0.315,63.0,Express Air,FedEx,9,1.8,3.2,1.4,639.7,4.3,1.46,None,39.5,1.2,1.0,1.0,10145.98,11125.4,176.59,979.42,9.65,202.66,Delayed,No,False,2,4
SHIP00087,2024-03-04,2024-03-04,2024-03-06,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST045,Express,PROD0043,Textiles,General Goods,Box,0.66,56,386.79,389.23,21660.24,206.03,3.722,621.574,Air Cargo,FedEx,7,1.8,2.1,0.3,658.5,3.0,1.1,Minor Rain/Fog,19.4,1.0,1.0,1.0,36162.2,37664.68,60.6,1502.48,4.15,1199.62,Delivered,Yes,False,3,0
SHIP00088,2024-02-05,2024-02-08,2024-02-13,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST023,Critical,PROD0050,Textiles,General Goods,Pallet,0.05,213,461.07,453.43,98207.91,1777.89,15.84,2645.28,Air Cargo,FedEx,7,1.8,4.843115959021009,3.0,705.9,4.3,1.01,None,0.0,1.0,1.0,1.0,151539.85,149867.76,56.65,-1672.09,-1.1,4701.14,Delayed,No,False,2,3
SHIP00089,2023-06-18,2023-06-19,2023-09-07,Gurugram,India,Gurugram Mfg Hub,Gurugram,New York,Air/Sea Route NY,12000,CUST022,Standard,PROD0088,Consumer Goods,General Goods,Box,0.92,409,133.41,131.73,54564.69,4002.86,37.671,37671.0,Sea,MSC,6,48.8,79.8,31.0,11.9,38.7,1.74,None,0.0,1.3,1.0,1.05,292766.14,348619.98,9.25,55853.84,19.08,7852.33,Delayed,No,False,6,0
SHIP00090,2023-04-27,2023-04-29,2023-05-01,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST034,Critical,PROD0033,Pharma,Temperature Controlled,Box,0.09,313,815.46,802.88,255238.98,230.48,2.951,590.2,Express Air,FedEx,9,2.6,2.2,-0.4,742.3,7.1,1.47,None,13.2,1.2,0.98,0.95,173517.2,187500.68,317.69,13983.48,8.06,5830.1,Delivered,Yes,False,4,5
SHIP00091,2024-07-04,2024-07-05,2024-07-11,Gurugram,India,Gurugram Mfg Hub,Gurugram,New York,Air/Sea Route NY,12000,CUST019,Standard,PROD0035,Pharma,Temperature Controlled,Carton,0.06,318,154.54,153.67,49143.72,21.84,1.006,201.2,Express Air,FedEx,9,4.4,6.199373666572827,1.8,641.5,33.1,1.72,None,0.0,1.3,1.08,1.25,139843.1,167603.01,833.02,27759.91,19.85,4148.58,Delayed,No,False,7,4
SHIP00092,2024-05-22,2024-05-22,2024-07-31,Gurugram,India,Gurugram Mfg Hub,Gurugram,Los Angeles,Air/Sea Route LA,13500,CUST050,Standard,PROD0118,Hazardous Materials,Hazardous,Carton,8.62,2,3824.02,3815.05,7648.04,88.98,0.862,862.0,Sea,Maersk,8,52.7,70.0,17.3,14.5,31.4,1.83,None,0.0,1.3,0.95,0.95,7428.63,8896.18,10.32,1467.55,19.76,212.73,Delayed,No,False,5,2
SHIP00093,2024-12-28,2024-12-31,2025-01-01,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,NH 44 South,2200,CUST014,Express,PROD0099,Consumer Goods,General Goods,Pallet,0.13,180,169.04,169.69,30427.2,529.46,35.282,5892.093999999999,Air Cargo,Maersk,6,3.8,1.4,-2.4,440.0,10.2,1.56,Moderate Rain/Fog,0.0,1.2,1.15,1.1,245434.79,331213.56,56.21,85778.77,34.95,16150.23,Early,Yes,False,12,1
SHIP00094,2023-05-30,2023-06-01,2023-06-10,Gurugram,India,Gurugram Mfg Hub,Gurugram,Singapore,Air/Sea Route SIN,4000,CUST032,Standard,PROD0074,Machinery Parts,Heavy/Bulky,Crate,0.26,13,4793.92,4819.54,62320.96,5728.6,6.641,6641.0,Sea,Maersk,9,11.4,8.9,-2.5,25.3,2.7,1.08,Minor Rain/Fog,0.0,1.0,1.0,1.05,16847.54,18241.54,2.75,1394.0,8.27,288.14,Early,Yes,False,6,3
SHIP00095,2024-03-15,2024-03-16,2024-03-18,Gurugram,India,Gurugram Mfg Hub,Gurugram,Jaipur,NH 48 Short,300,CUST019,Standard,PROD0059,Textiles,General Goods,Box,0.1,437,247.82,246.27,108297.34,3010.5,4.195,4195.0,Sea,MSC,10,1.7,2.2,0.5,21.6,0.4,1.1,None,0.0,1.0,1.0,1.0,938.34,961.77,0.23,23.43,2.5,13.83,Delivered,Yes,False,3,5
SHIP00096,2023-04-06,2023-04-08,2023-04-10,Gurugram,India,Gurugram Mfg Hub,Gurugram,Bangalore,Western Bypass,2200,CUST043,Critical,PROD0013,Electronics,Fragile,Carton,0.66,321,1597.0,1609.74,512637.0,400.38,10.631,1775.377,Air Cargo,MSC,4,2.8,1.8,-1.0,414.7,1.6,1.54,None,0.0,1.2,0.98,0.95,75258.8,83540.78,47.06,8281.98,11.0,4805.47,Early,Yes,False,4,5
SHIP00097,2023-04-15,2023-04-15,2023-04-21,Gurugram,India,Gurugram Mfg Hub,Gurugram,Kolkata,NH 19 East,1500,CUST009,Standard,PROD0085,Consumer Goods,General Goods,Carton,0.23,329,298.02,293.76,98048.58,2695.29,3.82,3820.0,Sea,Maersk,6,2.2,6.0,3.8,24.1,1.0,1.09,None,54.4,1.0,0.98,0.95,3746.97,4009.25,1.05,262.28,7.0,62.23,Delayed,No,False,4,5
SHIP00098,2023-10-11,2023-10-11,2023-10-13,Gurugram,India,Gurugram Mfg Hub,Gurugram,Bangalore,Western Bypass,2200,CUST050,Critical,PROD0010,Electronics,Fragile,Box,0.15,106,2636.97,2637.97,279518.82,399.03,1.641,399.03,Air Cargo,FedEx,9,1.8,2.3,0.5,486.0,7.8,1.52,None,0.0,1.2,1.1,1.05,30671.6,38452.66,96.37,7781.06,25.37,1064.73,Delivered,Yes,False,10,2
SHIP00099,2024-11-30,2024-12-01,2024-12-02,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST002,Standard,PROD0007,Electronics,Fragile,Carton,0.3,21,4620.64,4703.57,97033.44,43.05,0.316,63.2,Express Air,FedEx,9,1.2,1.0,-0.2,1014.6,2.5,1.03,None,0.0,1.0,1.15,1.1,10183.84,12032.18,190.38,1848.34,18.15,142.9,Delivered,Yes,False,12,6
SHIP00100,2024-10-27,2024-10-27,2024-10-29,Gurugram,India,Gurugram Mfg Hub,Gurugram,Kolkata,NH 19 East,1500,CUST047,Critical,PROD0028,Pharma,Temperature Controlled,Carton,0.03,45,1853.02,1824.56,83385.9,55.98,0.071,55.98,Air Cargo,FedEx,9,1.9,1.6,-0.3,756.4,2.3,1.1,None,0.0,1.0,1.1,1.05,3748.94,4154.47,74.21,405.53,10.82,73.58,Delivered,Yes,False,10,6
SHIP00101,2023-05-01,2023-05-01,2023-05-02,Gurugram,India,Gurugram Mfg Hub,Gurugram,Kolkata,NH 19 East,1500,CUST018,Standard,PROD0039,Pharma,Temperature Controlled,Crate,0.01,322,200.29,199.93,64493.38,242.22,3.298,550.766,Air Cargo,FedEx,9,1.8,1.0,-0.8,588.8,1.4,1.07,None,0.0,1.0,0.95,0.95,21630.1,20820.3,37.8,-809.8,-3.74,708.69,Early,Yes,False,5,0
SHIP00102,2023-06-03,2023-06-04,2023-06-06,Gurugram,India,Gurugram Mfg Hub,Gurugram,Shanghai,Air/Sea Route SHA,4500,CUST036,Express,PROD0094,Consumer Goods,General Goods,Box,0.62,115,110.1,109.73,12661.5,1258.58,7.077,1258.58,Air Cargo,FedEx,8,3.0,1.8,-1.2,564.3,16.0,1.56,None,0.0,1.2,1.0,1.05,147568.87,160207.03,127.29,12638.16,8.56,7049.27,Early,Yes,False,6,6
SHIP00103,2024-07-20,2024-07-23,2024-07-27,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,NH 48 Direct,1400,CUST019,Standard,PROD0040,Pharma,Temperature Controlled,Box,0.16,125,954.66,958.16,119332.5,126.51,1.946,324.98199999999997,Air Cargo,FedEx,9,2.6,3.5,0.9,468.3,3.2,1.29,None,27.3,1.1,1.08,1.25,15846.6,18607.77,57.26,2761.17,17.42,468.42,Delayed,No,False,7,1
SHIP00104,2023-09-01,2023-09-04,2023-09-05,Gurugram,India,Gurugram Mfg Hub,Gurugram,Jaipur,NH 48 Short,300,CUST010,Express,PROD0008,Electronics,Fragile,Carton,0.47,460,4242.97,4228.21,1951766.2,2064.63,10.794,2698.5,Road,FedEx,9,1.1,1.0,-0.1,42.2,0.4,1.06,None,0.0,1.0,1.0,1.0,3552.27,3748.46,1.39,196.19,5.52,51.45,Delivered,Yes,False,9,0
SHIP00105,2023-12-01,2023-12-03,2023-12-04,Gurugram,India,Gurugram Mfg Hub,Gurugram,Ahmedabad,NH 48 West,800,CUST005,Critical,PROD0019,Electronics,Fragile,Crate,0.01,56,861.51,849.94,48244.56,133.49,1.171,195.55700000000002,Air Cargo,FedEx,9,1.3,1.4,0.1,798.7,0.9,1.08,None,0.0,1.0,1.15,1.1,5563.95,6919.58,35.38,1355.63,24.36,135.26,Delivered,Yes,False,12,6
SHIP00106,2024-02-10,2024-02-10,2024-03-11,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST012,Standard,PROD0055,Textiles,General Goods,Box,0.81,285,376.56,372.79,107319.6,1347.49,23.191,23191.0,Sea,Maersk,10,34.1,30.0,-4.1,16.5,16.1,1.53,None,70.4,1.2,1.0,1.0,97292.79,117266.66,5.06,19973.87,20.53,2381.71,Early,Yes,False,2,5
SHIP00107,2023-12-06,2023-12-06,2023-12-14,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,Via Jaipur-Udaipur,1450,CUST004,Standard,PROD0053,Textiles,General Goods,Box,0.25,255,24.45,24.63,6234.75,482.85,6.476,6476.0,Sea,Maersk,10,3.2,8.3,5.1,15.6,3.3,1.5,None,25.0,1.2,1.15,1.1,5987.08,8197.3,1.27,2210.22,36.92,140.79,Delayed,No,False,12,2
SHIP00108,2024-07-10,2024-07-10,2024-10-01,Gurugram,India,Gurugram Mfg Hub,Gurugram,Toronto,Air/Sea Route YYZ,11500,CUST031,Standard,PROD0059,Textiles,General Goods,Box,0.62,258,167.59,166.05,43238.22,117.5,15.925,15925.0,Sea,MSC,10,48.2,82.6,34.4,14.7,47.6,1.86,Minor Rain/Fog,61.9,1.3,1.08,1.25,117756.27,163579.86,10.27,45823.59,38.91,3404.4,Delayed,No,False,7,2
SHIP00109,2024-02-02,2024-02-04,2024-02-08,Gurugram,India,Gurugram Mfg Hub,Gurugram,Shanghai,Air/Sea Route SHA,4500,CUST012,Standard,PROD0032,Pharma,Temperature Controlled,Box,0.12,468,1203.55,1213.34,563261.4,344.35,5.414,904.1379999999999,Air Cargo,MSC,5,5.0,3.7,-1.3,382.5,6.9,1.52,Severe Weather,52.5,1.2,1.0,1.0,79892.05,88944.74,98.38,9052.69,11.33,4941.15,Early,Yes,False,2,6
SHIP00110,2023-12-15,2023-12-16,2024-01-02,Gurugram,India,Gurugram Mfg Hub,Gurugram,Shanghai,Air/Sea Route SHA,4500,CUST004,Standard,PROD0045,Textiles,General Goods,Carton,0.24,397,64.35,64.42,25546.95,1499.04,4.721,4721.0,Sea,MSC,10,16.2,16.7,0.5,20.3,11.5,1.5,Minor Rain/Fog,0.0,1.2,1.15,1.1,13853.01,18202.82,3.86,4349.81,31.4,319.29,Delivered,Yes,False,12,5
SHIP00111,2024-01-01,2024-01-02,2024-01-27,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST025,Standard,PROD0085,Consumer Goods,General Goods,Loose,1.0,91,224.07,228.09,20390.37,1297.31,7.681,7681.0,Sea,MSC,6,32.7,25.3,-7.4,19.5,6.8,1.53,None,0.0,1.2,1.05,1.1,33266.95,39109.91,5.09,5842.96,17.56,788.46,Early,Yes,False,1,1
SHIP00112,2023-04-01,2023-04-03,2023-04-05,Gurugram,India,Gurugram Mfg Hub,Gurugram,Ahmedabad,NH 48 West,800,CUST014,Standard,PROD0009,Electronics,Fragile,Loose,1.0,403,629.37,616.81,253636.11,802.41,14.869,14869.0,Sea,MSC,4,1.6,2.2,0.6,23.3,1.3,1.08,Minor Rain/Fog,0.0,1.0,0.98,0.95,7899.95,8316.74,0.56,416.79,5.28,128.33,Delayed,No,False,4,0
