ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Transporter Name,Delivery Time (Days)
530,108-VN-T01,Pre-PQ Process,SCMS-23450,ASN-2336,Delhi,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/14/08,19-Sep-08,19-Sep-08,19-Sep-08,ARV,Adult,Sun Pharma,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1344,13246.99,9.85639136904762,0.328546378968254,"Srikakulam, Andhra Pradesh",Yes,1537,910.24,29.37,Delhivery,11
531,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2783,Tamil Nadu,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,20-Aug-08,20-Aug-08,20-Aug-08,ARV,Adult,Cipla,"Stavudine 20mg [Zerit], capsules, 60 Caps",Stavudine,Zerit,20mg,Capsule,60,20,62775.32,3138.766,52.31276666666667,"Pithampur, Madhya Pradesh",Yes,Weight Captured Separately,942.22,0.2,Delhivery,2
532,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2293,Karnataka,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,20-Aug-08,8-May-08,8-May-08,ARV,Adult,Sun Pharma,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,30,100,32301.49,323.0149,10.767163333333334,"Hosakote, Karnataka",Yes,Weight Captured Separately,560.57,3.05,GATI,12
533,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2293,Uttar Pradesh,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,20-Aug-08,8-May-08,8-May-08,ARV,Pediatric,Sun Pharma,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Stavudine,Zerit,1mg/ml,Powder for oral solution,200,670,76423.73,114.06526865671641,0.5703263432835821,"Srikakulam, Andhra Pradesh",No,Weight Captured Separately,1942.01,1.64,GATI,5
535,109-TZ-T01,Pre-PQ Process,SCMS-23610,ASN-2167,Tamil Nadu,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/15/08,2-Sep-08,2-Sep-08,2-Sep-08,ARV,Adult,Aurobindo Pharma,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,2597,51135.69,19.69029264536003,0.6563430881786677,"Pithampur, Madhya Pradesh",Yes,117,2039.56,98.35,TCI Express,7
543,106-HT-T01,Pre-PQ Process,SCMS-23840,ASN-2504,Delhi,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/20/08,30-Sep-08,30-Sep-08,30-Sep-08,HRDT,HIV test,Biocon,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,,Test kit,100,28,48384.13,1728.0046428571427,17.280046428571428,"Bhiwandi, Maharashtra",Yes,109,444.14,15.68,Delhivery,8
551,106-HT-T01,Pre-PQ Process,SCMS-24020,ASN-2865,Gujarat,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/23/08,24-Nov-08,24-Nov-08,24-Nov-08,HRDT,HIV test,Sun Pharma,"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,,Test kit,100,84,14673.59,174.68559523809523,1.7468559523809524,"Hosakote, Karnataka",Yes,54,562.39,22.88,GATI,11
598,116-ZA-T01,Pre-PQ Process,SCMS-25540,ASN-2295,West Bengal,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,12-Jun-08,9-Jun-08,9-Jun-08,ARV,Adult,Biocon,"Abacavir 300mg [Ziagen], tablets, Blister 6 x 10 Tabs",Abacavir,Ziagen,300mg,Tablet - blister,60,30,27015.35,900.5116666666667,15.008527777777777,"Pithampur, Madhya Pradesh",Yes,Weight Captured Separately,1808.41,1.68,VRL Logistics,10
610,108-VN-T01,Pre-PQ Process,SCMS-26180,ASN-2274,Karnataka,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/1/08,19-Sep-08,19-Sep-08,19-Sep-08,ARV,Adult,Sun Pharma,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,38640,49904.3,1.2915191511387165,0.021525319185645275,"Pithampur, Madhya Pradesh",Yes,2719,1242.88,148.38,GATI,9
630,112-NG-T01,Pre-PQ Process,SCMS-26560,ASN-2366,Gujarat,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/2/08,25-Feb-09,9-Sep-08,9-Sep-08,ACT,ACT,Lupin,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 18 Tabs",Artemether/Lumefantrine,Coartem,20/120mg,Tablet - FDC + blister,540,34,44537.23,1309.918529411765,2.4257750544662313,"Vapi, Gujarat",Yes,115,547.93,2.48,TCI Express,3
637,108-VN-T01,Pre-PQ Process,SCMS-26200,ASN-2563,Gujarat,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/3/08,8-Oct-08,8-Oct-08,8-Oct-08,ARV,Adult,Cipla,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,42000,92226.0,2.1958571428571427,0.036597619047619045,"Srikakulam, Andhra Pradesh",Yes,2600,2256.9,97.44,VRL Logistics,6
646,116-ZA-T01,Pre-PQ Process,SCMS-26820,ASN-2488,Uttar Pradesh,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,10-Jul-08,8-Jul-08,8-Jul-08,ARV,Pediatric,Aurobindo Pharma,"Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml",Nevirapine,Viramune,10mg/ml,Oral suspension,240,50,39925.74,798.5147999999999,3.327145,"Baddi, Himachal Pradesh",Yes,Weight Captured Separately,804.21,1.11,GATI,7
660,108-VN-T01,Pre-PQ Process,SCMS-27360,ASN-2767,Maharashtra,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/24/08,27-Nov-08,27-Nov-08,27-Nov-08,ARV,Adult,Lupin,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,16800,40709.59,2.4231898809523806,0.08077299603174602,"Baddi, Himachal Pradesh",Yes,1224,320.03,335.54,TCI Express,2
668,102-GY-T01,Pre-PQ Process,SCMS-27670,ASN-2255,Maharashtra,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/25/08,15-Aug-08,15-Aug-08,15-Aug-08,MRDT,Malaria,Cipla,"Malaria Paramax-3 Kit, 25 Tests",Malaria Paramax-3 Kit,Paramax,,Test kit,25,98,58040.42,592.2491836734694,23.689967346938776,"Hosakote, Karnataka",Yes,34,2478.46,5.88,VRL Logistics,5
670,110-ZM-T01,Pre-PQ Process,SCMS-27790,ASN-2641,Gujarat,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/31/08,20-Oct-08,20-Oct-08,20-Oct-08,HRDT,HIV test,Biocon,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,4500,59659.85,13.257744444444445,0.13257744444444444,"Vapi, Gujarat",Yes,1053,1459.75,634.95,Blue Dart,12
712,119-NA-T01,Pre-PQ Process,SCMS-28840,ASN-2450,Maharashtra,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/26/08,18-Sep-08,18-Sep-08,18-Sep-08,HRDT,HIV test,Aurobindo Pharma,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,10,7021.6,702.1600000000001,35.108000000000004,"Srikakulam, Andhra Pradesh",Yes,Weight Captured Separately,353.3,0.51,TCI Express,7
717,104-CI-T01,Pre-PQ Process,SCMS-29140,ASN-2472,Tamil Nadu,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/27/08,2-Oct-08,2-Oct-08,2-Oct-08,HRDT,HIV test,Sun Pharma,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,,Test kit,40,500,80252.99,160.50598000000002,4.0126495,"Pithampur, Madhya Pradesh",Yes,562,1887.49,60.8,Blue Dart,2
719,104-CI-T01,Pre-PQ Process,SCMS-29340,ASN-2921,Maharashtra,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/3/08,23-Jan-09,23-Jan-09,23-Jan-09,ACT,ACT,Aurobindo Pharma,"Artesunate+Amodiaquine 50+153mg, tablets, co-blister 6+6 Tabs",Artesunate+Amodiaquine,Generic,50+153mg,Tablet - FDC + co-blister,12,25000,93590.24,3.7436096,0.3119674666666667,"Bhiwandi, Maharashtra",Yes,1708,1057.25,19.11,Blue Dart,6
772,131-NG-T01,Pre-PQ Process,SCMS-30502,ASN-3653,Karnataka,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/6/09,10-Mar-09,8-Apr-09,8-Apr-09,ARV,Adult,Dr. Reddy's,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,600/200/300mg,Tablet - FDC,30,9,79841.88,8871.32,295.71066666666667,"Srikakulam, Andhra Pradesh",Yes,Weight Captured Separately,734.28,0.89,GATI,14
791,119-NA-T01,Pre-PQ Process,SCMS-31180,ASN-2717,Tamil Nadu,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/24/08,29-Oct-08,29-Oct-08,29-Oct-08,HRDT,HIV test,Biocon,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,150,60009.53,400.06353333333334,4.000635333333333,"Vapi, Gujarat",Yes,46,483.85,21.17,TCI Express,11
796,102-BW-T01,Pre-PQ Process,SCMS-31370,ASN-2796,Tamil Nadu,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/2/08,28-Nov-08,28-Nov-08,28-Nov-08,HRDT,HIV test - Ancillary,Dr. Reddy's,"#109436**HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml","HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml",Uni-Gold,,Test kit - Ancillary,2,15,2780.97,185.398,92.699,"Baddi, Himachal Pradesh",Yes,1,2320.62,0.88,TCI Express,9
797,110-ZM-T01,Pre-PQ Process,SCMS-31380,ASN-3172,Maharashtra,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/2/08,23-Jan-09,23-Jan-09,23-Jan-09,HRDT,HIV test,Dr. Reddy's,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,319,71160.64,223.0741065830721,8.922964263322884,"Srikakulam, Andhra Pradesh",Yes,100,729.93,12.5,VRL Logistics,8
835,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,Delhi,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08,ARV,Adult,Sun Pharma,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,80,93530.95,1169.136875,38.97122916666667,"Bhiwandi, Maharashtra",Yes,Weight Captured Separately,1080.85,3.59,Delhivery,4
836,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3892,Karnataka,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-May-09,17-May-09,17-May-09,ARV,Adult,Aurobindo Pharma,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,120,94149.09,784.57575,26.152525,"Hosakote, Karnataka",Yes,Weight Captured Separately,527.41,5.38,VRL Logistics,3
837,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,Maharashtra,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08,ARV,Pediatric,Aurobindo Pharma,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Stavudine,Zerit,1mg/ml,Powder for oral solution,200,600,66550.9,110.91816666666665,0.5545908333333333,"Bhiwandi, Maharashtra",No,Weight Captured Separately,2421.01,1.68,Blue Dart,4
838,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,Uttar Pradesh,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08,ARV,Pediatric,Aurobindo Pharma,"Didanosine 100mg [Videx],chewable tablets, 60 Tabs",Didanosine,Videx,100mg,Chewable/dispersible tablet,60,7,14412.21,2058.887142857143,34.31478571428571,"Srikakulam, Andhra Pradesh",No,Weight Captured Separately,1506.78,0.18,GATI,5
839,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,Delhi,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08,ARV,Pediatric,Lupin,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,40,11573.5,289.3375,0.9644583333333333,"Bhiwandi, Maharashtra",No,Weight Captured Separately,2347.76,2.7,GATI,11
849,102-GY-T01,Pre-PQ Process,SCMS-33930,ASN-3209,Karnataka,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,11/19/08,6-Feb-09,6-Feb-09,6-Feb-09,MRDT,Malaria,Lupin,"Malaria Paramax-3 Kit, 25 Tests",Malaria Paramax-3 Kit,Paramax,,Test kit,25,108,56245.08,520.7877777777778,20.831511111111112,"Bhiwandi, Maharashtra",Yes,Weight Captured Separately,221.1,7.94,VRL Logistics,4
858,109-TZ-T01,Pre-PQ Process,SCMS-34680,ASN-3332,Karnataka,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,12/19/08,21-Apr-09,21-Apr-09,21-Apr-09,ARV,Adult,Serum Institute,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,600/200/300mg,Tablet - FDC,30,50000,62154.3,1.2430860000000001,0.041436200000000006,"Vapi, Gujarat",Yes,4093,1588.0,4939.2,Delhivery,14
914,104-CI-T01,Pre-PQ Process,SCMS-35790,ASN-3242,Delhi,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/19/08,2-Mar-09,2-Mar-09,2-Mar-09,ANTM,Malaria,Lupin,"Quinine 600mg/2ml (as dihydrochloride), injection, 2ml x 100 Ampules",Quinine (as dihydrochloride),Generic,600mg/2ml,Injection,100,140,78370.47,559.7890714285714,5.597890714285715,"Pithampur, Madhya Pradesh",Yes,5209,2240.24,5.35,GATI,10
937,111-MZ-T01,Pre-PQ Process,SCMS-36660,ASN-3509,Maharashtra,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/5/09,23-Mar-09,23-Mar-09,23-Mar-09,HRDT,HIV test,Sun Pharma,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,5700,96357.54,16.904831578947366,0.8452415789473683,"Hosakote, Karnataka",Yes,1906,2161.5,357.5,GATI,6
960,108-VN-T01,Pre-PQ Process,SCMS-37170,ASN-3562,Delhi,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/16/09,10-Apr-09,10-Apr-09,10-Apr-09,ARV,Adult,Dr. Reddy's,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,5964,99545.04,16.690985915492956,0.27818309859154927,"Srikakulam, Andhra Pradesh",Yes,3509,795.18,100.65,TCI Express,4
961,108-VN-T01,Pre-PQ Process,SCMS-37170,ASN-3562,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/16/09,10-Apr-09,10-Apr-09,10-Apr-09,ARV,Adult,Serum Institute,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,21000,38967.87,1.8556128571428572,0.030926880952380952,"Bhiwandi, Maharashtra",No,See ASN-3562 (ID#:960),2054.32,98.78,Blue Dart,12
962,108-VN-T01,Pre-PQ Process,SCMS-37180,ASN-3521,West Bengal,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/16/09,23-Mar-09,23-Mar-09,23-Mar-09,ARV,Adult,Lupin,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,10560,88578.56,8.388121212121211,0.13980202020202018,"Bhiwandi, Maharashtra",Yes,924,869.48,142.81,VRL Logistics,2
979,108-VN-T01,Pre-PQ Process,SCMS-31721,ASN-3454,Maharashtra,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/21/08,16-Mar-09,16-Mar-09,16-Mar-09,ARV,Adult,Serum Institute,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,2352,5869.63,2.495590986394558,0.04159318310657597,"Baddi, Himachal Pradesh",Yes,211,2288.39,39.69,VRL Logistics,7
985,109-TZ-T01,Pre-PQ Process,SCMS-38370,ASN-3751,Gujarat,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2/5/09,28-May-09,28-May-09,28-May-09,ARV,Pediatric,Aurobindo Pharma,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,524,26337.83,50.263034351145045,0.16754344783715014,"Hosakote, Karnataka",Yes,644,1798.27,42.21,Delhivery,8
986,109-TZ-T01,Pre-PQ Process,SCMS-38380,ASN-3627,Maharashtra,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2/5/09,4-May-09,4-May-09,4-May-09,ARV,Pediatric,Serum Institute,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,2094,46949.57,22.420998089780326,0.37368330149633877,"Baddi, Himachal Pradesh",Yes,237,1928.7,42.19,VRL Logistics,3
993,107-RW-T01,Pre-PQ Process,SCMS-38660,ASN-3710,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/18/09,28-Apr-09,28-Apr-09,28-Apr-09,HRDT,HIV test,Aurobindo Pharma,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",First Response,,Test kit,30,8249,23619.51,2.8633179779367195,0.09544393259789065,"Bhiwandi, Maharashtra",Yes,2800,758.59,363.78,GATI,2
1037,123-NG-T01,Pre-PQ Process,SCMS-39640,ASN-4747,Gujarat,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/4/09,30-Sep-09,30-Sep-09,30-Sep-09,ARV,Adult,Cipla,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,200,27352.21,136.76104999999998,4.558701666666666,"Hosakote, Karnataka",Yes,11,1949.49,9.28,Delhivery,6
1046,106-HT-T01,Pre-PQ Process,SCMS-40000,ASN-3675,Gujarat,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/6/09,31-Mar-09,31-Mar-09,31-Mar-09,ARV,Pediatric,Biocon,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,50mg,Chewable/dispersible tablet,60,80,9938.05,124.225625,2.070427083333333,"Baddi, Himachal Pradesh",Yes,43,869.25,1.49,TCI Express,9
1047,106-HT-T01,Pre-PQ Process,SCMS-40000,ASN-3675,Gujarat,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/6/09,31-Mar-09,31-Mar-09,31-Mar-09,ARV,Pediatric,Lupin,"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",Didanosine,Videx,2g,Powder for oral solution,200,32,19267.89,602.1215625,3.0106078125,"Bhiwandi, Maharashtra",No,See ASN-3675 (ID#:1046),690.1,0.79,Blue Dart,9
1048,106-HT-T01,Pre-PQ Process,SCMS-40030,ASN-3750,Maharashtra,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,3/6/09,15-Apr-09,15-Apr-09,15-Apr-09,ARV,Pediatric,Lupin,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,46,55319.34,1202.594347826087,20.04323913043478,"Srikakulam, Andhra Pradesh",Yes,10,958.11,0.93,Blue Dart,14
1063,116-ZA-T01,Pre-PQ Process,SCMS-40810,ASN-3634,Tamil Nadu,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,31-Mar-09,2-Dec-08,2-Dec-08,ARV,Adult,Cipla,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3025,76874.13,25.412935537190084,0.8470978512396694,"Pithampur, Madhya Pradesh",Yes,Weight Captured Separately,930.49,93.14,GATI,6
1065,116-ZA-T01,Pre-PQ Process,SCMS-41040,ASN-3623,Gujarat,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,7-Apr-09,3-Dec-08,3-Dec-08,ARV,Adult,Aurobindo Pharma,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3500,59600.78,17.028794285714284,0.5676264761904761,"Srikakulam, Andhra Pradesh",Yes,Weight Captured Separately,1032.67,97.69,Delhivery,8
1066,116-ZA-T01,Pre-PQ Process,SCMS-41040,ASN-3623,Uttar Pradesh,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,7-Apr-09,3-Dec-08,3-Dec-08,ARV,Pediatric,Aurobindo Pharma,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,1008,89142.84,88.43535714285714,0.3684806547619048,"Bhiwandi, Maharashtra",No,Weight Captured Separately,972.18,7.03,Delhivery,11
1067,116-ZA-T01,Pre-PQ Process,SCMS-41060,ASN-3624,Delhi,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,5-May-09,23-Dec-08,23-Dec-08,ARV,Pediatric,Aurobindo Pharma,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Stavudine,Zerit,1mg/ml,Powder for oral solution,200,960,19870.28,20.698208333333334,0.10349104166666667,"Vapi, Gujarat",Yes,Weight Captured Separately,1445.15,2.26,Blue Dart,2
1068,116-ZA-T01,Pre-PQ Process,SCMS-41070,ASN-3625,Maharashtra,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,12-May-09,30-Dec-08,30-Dec-08,ARV,Pediatric,Biocon,"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",Lamivudine,Epivir,10mg/ml,Oral solution,240,1800,95869.6,53.26088888888889,0.22192037037037038,"Pithampur, Madhya Pradesh",Yes,Weight Captured Separately,1250.56,20.6,Blue Dart,7
1070,116-ZA-T01,Pre-PQ Process,SCMS-41140,ASN-3752,Delhi,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,31-Mar-09,21-Nov-08,21-Nov-08,ARV,Adult,Serum Institute,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,1200,2545.01,2.1208416666666667,0.035347361111111114,"Vapi, Gujarat",Yes,Weight Captured Separately,1190.04,6.63,Delhivery,2
1077,116-ZA-T01,Pre-PQ Process,SCMS-41462,ASN-4361,West Bengal,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/18/09,25-Jun-09,21-Apr-09,21-Apr-09,ARV,Pediatric,Aurobindo Pharma,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,346,66312.0,191.65317919075144,0.7985549132947977,"Vapi, Gujarat",Yes,Weight Captured Separately,946.29,3.83,GATI,14
1078,116-ZA-T01,Pre-PQ Process,SCMS-41460,ASN-4502,Uttar Pradesh,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,3/18/09,25-Jun-09,5-Jun-09,5-Jun-09,ARV,Pediatric,Cipla,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,5300,77037.33,14.535345283018868,0.48451150943396226,"Baddi, Himachal Pradesh",Yes,Weight Captured Separately,2127.34,32.62,GATI,5
1079,116-ZA-T01,Pre-PQ Process,SCMS-41464,ASN-4634,West Bengal,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/18/09,25-Jun-09,17-Jun-09,17-Jun-09,ARV,Pediatric,Biocon,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,342,16980.5,49.650584795321635,0.20687743664717348,"Srikakulam, Andhra Pradesh",Yes,Weight Captured Separately,582.84,3.79,Delhivery,9
1080,116-ZA-T01,Pre-PQ Process,SCMS-41480,ASN-5055,Maharashtra,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/15/09,19-Aug-09,19-Aug-09,19-Aug-09,ARV,Adult,Dr. Reddy's,"Stavudine 15mg [Zerit], capsules, 60 Caps",Stavudine,Zerit,15mg,Capsule,60,2700,84940.95,31.45961111111111,0.5243268518518518,"Vapi, Gujarat",Yes,Weight Captured Separately,1182.52,20.9,GATI,2
1084,116-ZA-T01,Pre-PQ Process,SCMS-41581,ASN-4196,West Bengal,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/09,25-Jun-09,14-Apr-09,14-Apr-09,ARV,Adult,Aurobindo Pharma,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,3735,5646.47,1.5117724230254352,0.01259810352521196,"Hosakote, Karnataka",Yes,Weight Captured Separately,547.82,263.4,Blue Dart,13
1085,116-ZA-T01,Pre-PQ Process,SCMS-41589,ASN-4358,Gujarat,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/09,25-Jun-09,29-Apr-09,29-Apr-09,ARV,Adult,Sun Pharma,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,Retrovir,300mg,Tablet,60,6000,30839.58,5.1399300000000006,0.0856655,"Bhiwandi, Maharashtra",Yes,Weight Captured Separately,663.79,158.05,TCI Express,10
